arm,panel,step,condition,global_task_id,init_state_id,teacher_demo,video_ordinal,env_seed,policy_seed_root,success,steps
main,validation,2100,correct,23,14,5,14,7,7,0,300
main,validation,2100,correct,23,15,26,15,7,7,0,300
main,validation,2100,correct,23,16,4,16,7,7,0,300
main,validation,2100,correct,23,17,9,17,7,7,0,300
main,validation,2100,correct,23,18,14,18,7,7,0,300
main,validation,2100,correct,23,19,12,19,7,7,0,300
main,validation,2100,correct,23,20,27,20,7,7,0,300
main,validation,2100,correct,23,21,32,21,7,7,0,300
main,validation,2100,correct,23,22,36,22,7,7,0,300
main,validation,2100,correct,23,23,44,23,7,7,0,300
main,validation,2100,correct,23,24,46,24,7,7,0,300
main,validation,2100,correct,23,25,11,25,7,7,0,300
main,validation,2100,correct,23,26,41,26,7,7,0,300
main,validation,2100,correct,23,27,16,27,7,7,0,300
main,validation,2100,correct,23,28,48,28,7,7,0,300
main,validation,2100,correct,23,29,23,29,7,7,0,300
main,validation,2100,correct,23,30,21,30,7,7,0,300
main,validation,2100,correct,23,31,38,31,7,7,0,300
main,validation,2100,correct,23,32,22,32,7,7,0,300
main,validation,2100,correct,23,33,39,33,7,7,0,300
main,validation,2100,correct,23,34,42,34,7,7,0,300
main,validation,2100,correct,23,35,18,35,7,7,0,300
main,validation,2100,correct,23,36,6,36,7,7,0,300
main,validation,2100,correct,23,37,49,37,7,7,0,300
main,validation,2100,correct,23,38,33,38,7,7,0,300
main,validation,2100,correct,23,39,37,39,7,7,0,300
main,validation,2100,correct,23,40,24,40,7,7,0,300
main,validation,2100,correct,23,41,7,41,7,7,0,300
main,validation,2100,correct,23,42,40,42,7,7,0,300
main,validation,2100,correct,23,43,1,43,7,7,0,300
main,validation,2100,correct,23,44,20,44,7,7,0,300
main,validation,2100,correct,23,45,45,45,7,7,0,300
main,validation,2100,correct,23,46,10,46,7,7,0,300
main,validation,2100,correct,23,47,47,47,7,7,0,300
main,validation,2100,correct,23,48,43,48,7,7,0,300
main,validation,2100,correct,23,49,25,49,7,7,0,300
main,validation,2100,correct,26,0,45,0,7,7,1,98
main,validation,2100,correct,26,1,8,1,7,7,1,99
main,validation,2100,correct,26,2,22,2,7,7,1,98
main,validation,2100,correct,26,3,34,3,7,7,1,96
main,validation,2100,correct,26,4,49,4,7,7,1,95
main,validation,2100,correct,26,5,41,5,7,7,1,115
main,validation,2100,correct,26,6,9,6,7,7,1,113
main,validation,2100,correct,26,7,40,7,7,7,1,84
main,validation,2100,correct,26,8,29,8,7,7,1,98
main,validation,2100,correct,26,9,26,9,7,7,1,92
main,validation,2100,correct,26,10,7,10,7,7,1,101
main,validation,2100,correct,26,11,10,11,7,7,1,101
main,validation,2100,correct,26,12,44,12,7,7,1,106
main,validation,2100,correct,26,13,1,13,7,7,1,87
main,validation,2100,correct,26,14,35,14,7,7,1,99
main,validation,2100,correct,26,15,20,15,7,7,1,95
main,validation,2100,correct,26,16,2,16,7,7,1,96
main,validation,2100,correct,26,17,0,17,7,7,1,101
main,validation,2100,correct,26,18,23,18,7,7,1,97
main,validation,2100,correct,26,19,36,19,7,7,1,147
main,validation,2100,correct,26,20,43,20,7,7,0,300
main,validation,2100,correct,26,21,21,21,7,7,1,103
main,validation,2100,correct,26,22,31,22,7,7,1,102
main,validation,2100,correct,26,23,27,23,7,7,1,136
main,validation,2100,correct,26,24,47,24,7,7,1,95
main,validation,2100,correct,26,25,5,25,7,7,1,81
main,validation,2100,correct,26,26,11,26,7,7,1,112
main,validation,2100,correct,26,27,24,27,7,7,1,91
main,validation,2100,correct,26,28,38,28,7,7,1,97
main,validation,2100,correct,26,29,16,29,7,7,1,99
main,validation,2100,correct,26,30,39,30,7,7,1,97
main,validation,2100,correct,26,31,12,31,7,7,1,146
main,validation,2100,correct,26,32,42,32,7,7,1,101
main,validation,2100,correct,26,33,48,33,7,7,0,300
main,validation,2100,correct,26,34,32,34,7,7,1,85
main,validation,2100,correct,26,35,13,35,7,7,1,124
main,validation,2100,correct,26,36,4,36,7,7,1,102
main,validation,2100,correct,26,37,30,37,7,7,0,300
main,validation,2100,correct,26,38,3,38,7,7,1,87
main,validation,2100,correct,26,39,46,39,7,7,0,300
main,validation,2100,correct,26,40,14,40,7,7,0,300
main,validation,2100,correct,26,41,28,41,7,7,1,93
main,validation,2100,correct,26,42,19,42,7,7,1,122
main,validation,2100,correct,26,43,17,43,7,7,1,105
main,validation,2100,correct,26,44,33,44,7,7,1,97
main,validation,2100,correct,26,45,37,45,7,7,1,97
main,validation,2100,correct,26,46,15,46,7,7,1,102
main,validation,2100,correct,26,47,25,47,7,7,1,89
main,validation,2100,correct,26,48,6,48,7,7,0,300
main,validation,2100,correct,26,49,18,49,7,7,1,101
main,validation,2100,correct,11,0,34,0,7,7,1,253
main,validation,2100,correct,11,1,10,1,7,7,0,280
main,validation,2100,correct,11,2,12,2,7,7,1,201
main,validation,2100,correct,11,3,2,3,7,7,1,268
main,validation,2100,correct,11,4,39,4,7,7,1,258
main,validation,2100,correct,11,5,8,5,7,7,1,132
main,validation,2100,correct,11,6,35,6,7,7,1,170
main,validation,2100,correct,11,7,41,7,7,7,1,112
main,validation,2100,correct,11,8,45,8,7,7,1,251
main,validation,2100,correct,11,9,16,9,7,7,1,161
main,validation,2100,correct,11,10,4,10,7,7,0,280
main,validation,2100,correct,11,11,3,11,7,7,1,139
main,validation,2100,correct,11,12,30,12,7,7,1,237
main,validation,2100,correct,11,13,23,13,7,7,1,193
main,validation,2100,correct,11,14,14,14,7,7,1,265
main,validation,2100,correct,11,15,48,15,7,7,1,172
main,validation,2100,correct,11,16,33,16,7,7,1,153
main,validation,2100,correct,11,17,18,17,7,7,0,280
main,validation,2100,correct,11,18,13,18,7,7,1,202
main,validation,2100,correct,11,19,46,19,7,7,1,197
main,validation,2100,correct,11,20,43,20,7,7,0,280
main,validation,2100,correct,11,21,28,21,7,7,0,280
main,validation,2100,correct,11,22,29,22,7,7,1,133
main,validation,2100,correct,11,23,17,23,7,7,1,124
main,validation,2100,correct,11,24,37,24,7,7,1,212
main,validation,2100,correct,11,25,31,25,7,7,1,277
main,validation,2100,correct,11,26,26,26,7,7,1,248
main,validation,2100,correct,11,27,40,27,7,7,1,123
main,validation,2100,correct,11,28,42,28,7,7,1,137
main,validation,2100,correct,11,29,32,29,7,7,1,134
main,validation,2100,correct,11,30,24,30,7,7,0,280
main,validation,2100,correct,11,31,19,31,7,7,0,280
main,validation,2100,correct,11,32,47,32,7,7,0,280
main,validation,2100,correct,11,33,38,33,7,7,0,280
main,validation,2100,correct,11,34,11,34,7,7,0,280
main,validation,2100,correct,11,35,22,35,7,7,1,132
main,validation,2100,correct,11,36,25,36,7,7,1,123
main,validation,2100,correct,11,37,15,37,7,7,1,125
main,validation,2100,correct,11,38,9,38,7,7,1,187
main,validation,2100,correct,11,39,5,39,7,7,1,119
main,validation,2100,correct,11,40,7,40,7,7,1,204
main,validation,2100,correct,11,41,1,41,7,7,1,127
main,validation,2100,correct,11,42,27,42,7,7,1,242
main,validation,2100,correct,11,43,20,43,7,7,1,132
main,validation,2100,correct,11,44,0,44,7,7,1,122
main,validation,2100,correct,11,45,49,45,7,7,1,164
main,validation,2100,correct,11,46,44,46,7,7,1,117
main,validation,2100,correct,11,47,36,47,7,7,1,121
main,validation,2100,correct,11,48,6,48,7,7,0,280
main,validation,2100,correct,11,49,21,49,7,7,0,280
main,validation,2100,correct,13,0,33,0,7,7,1,218
main,validation,2100,correct,13,1,20,1,7,7,1,123
main,validation,2100,correct,13,2,18,2,7,7,0,280
main,validation,2100,correct,13,3,9,3,7,7,1,182
main,validation,2100,correct,13,4,42,4,7,7,1,183
main,validation,2100,correct,13,5,34,5,7,7,0,280
main,validation,2100,correct,13,6,24,6,7,7,1,228
main,validation,2100,correct,13,7,28,7,7,7,0,280
main,validation,2100,correct,13,8,25,8,7,7,0,280
main,validation,2100,correct,13,9,3,9,7,7,1,209
main,validation,2100,correct,13,10,16,10,7,7,1,142
main,validation,2100,correct,13,11,14,11,7,7,1,139
main,validation,2100,correct,13,12,44,12,7,7,1,279
main,validation,2100,correct,13,13,8,13,7,7,0,280
main,validation,2100,correct,13,14,48,14,7,7,1,122
main,validation,2100,correct,13,15,2,15,7,7,1,125
main,validation,2100,correct,13,16,36,16,7,7,1,130
main,validation,2100,correct,13,17,35,17,7,7,0,280
main,validation,2100,correct,13,18,0,18,7,7,1,209
main,validation,2100,correct,13,19,47,19,7,7,0,280
main,validation,2100,correct,13,20,30,20,7,7,0,280
main,validation,2100,correct,13,21,4,21,7,7,0,280
main,validation,2100,correct,13,22,13,22,7,7,0,280
main,validation,2100,correct,13,23,45,23,7,7,0,280
main,validation,2100,correct,13,24,43,24,7,7,1,134
main,validation,2100,correct,13,25,5,25,7,7,0,280
main,validation,2100,correct,13,26,7,26,7,7,0,280
main,validation,2100,correct,13,27,46,27,7,7,0,280
main,validation,2100,correct,13,28,15,28,7,7,0,280
main,validation,2100,correct,13,29,49,29,7,7,1,141
main,validation,2100,correct,13,30,26,30,7,7,0,280
main,validation,2100,correct,13,31,10,31,7,7,1,116
main,validation,2100,correct,13,32,23,32,7,7,1,168
main,validation,2100,correct,13,33,17,33,7,7,1,132
main,validation,2100,correct,13,34,1,34,7,7,1,116
main,validation,2100,correct,13,35,21,35,7,7,1,112
main,validation,2100,correct,13,36,12,36,7,7,1,136
main,validation,2100,correct,13,37,11,37,7,7,0,280
main,validation,2100,correct,13,38,40,38,7,7,0,280
main,validation,2100,correct,13,39,41,39,7,7,0,280
main,validation,2100,correct,13,40,19,40,7,7,0,280
main,validation,2100,correct,13,41,32,41,7,7,1,117
main,validation,2100,correct,13,42,38,42,7,7,0,280
main,validation,2100,correct,13,43,22,43,7,7,0,280
main,validation,2100,correct,13,44,29,44,7,7,0,280
main,validation,2100,correct,13,45,37,45,7,7,0,280
main,validation,2100,correct,13,46,31,46,7,7,0,280
main,validation,2100,correct,13,47,6,47,7,7,1,128
main,validation,2100,correct,13,48,27,48,7,7,0,280
main,validation,2100,correct,13,49,39,49,7,7,0,280
main,validation,2100,correct,1,0,1,0,7,7,0,220
main,validation,2100,correct,1,1,21,1,7,7,0,220
main,validation,2100,correct,1,2,39,2,7,7,0,220
main,validation,2100,correct,1,3,14,3,7,7,0,220
main,validation,2100,correct,1,4,2,4,7,7,0,220
main,validation,2100,correct,1,5,34,5,7,7,0,220
main,validation,2100,correct,1,6,40,6,7,7,0,220
main,validation,2100,correct,1,7,8,7,7,7,0,220
main,validation,2100,correct,1,8,4,8,7,7,0,220
main,validation,2100,correct,1,9,42,9,7,7,0,220
main,validation,2100,correct,1,10,44,10,7,7,0,220
main,validation,2100,correct,1,11,24,11,7,7,0,220
main,validation,2100,correct,1,12,36,12,7,7,0,220
main,validation,2100,correct,1,13,37,13,7,7,0,220
main,validation,2100,correct,1,14,18,14,7,7,0,220
main,validation,2100,correct,1,15,31,15,7,7,0,220
main,validation,2100,correct,1,16,33,16,7,7,0,220
main,validation,2100,correct,1,17,9,17,7,7,0,220
main,validation,2100,correct,1,18,6,18,7,7,0,220
main,validation,2100,correct,1,19,7,19,7,7,0,220
main,validation,2100,correct,1,20,27,20,7,7,0,220
main,validation,2100,correct,1,21,20,21,7,7,0,220
main,validation,2100,correct,1,22,38,22,7,7,0,220
main,validation,2100,correct,1,23,46,23,7,7,0,220
main,validation,2100,correct,1,24,17,24,7,7,0,220
main,validation,2100,correct,1,25,41,25,7,7,0,220
main,validation,2100,correct,1,26,0,26,7,7,0,220
main,validation,2100,correct,1,27,30,27,7,7,0,220
main,validation,2100,correct,1,28,22,28,7,7,0,220
main,validation,2100,correct,1,29,12,29,7,7,0,220
main,validation,2100,correct,1,30,47,30,7,7,0,220
main,validation,2100,correct,1,31,45,31,7,7,0,220
main,validation,2100,correct,1,32,32,32,7,7,0,220
main,validation,2100,correct,1,33,43,33,7,7,0,220
main,validation,2100,correct,1,34,3,34,7,7,1,163
main,validation,2100,correct,1,35,11,35,7,7,0,220
main,validation,2100,correct,1,36,48,36,7,7,0,220
main,validation,2100,correct,1,37,28,37,7,7,0,220
main,validation,2100,correct,1,38,35,38,7,7,0,220
main,validation,2100,correct,1,39,29,39,7,7,0,220
main,validation,2100,correct,1,40,15,40,7,7,0,220
main,validation,2100,correct,1,41,5,41,7,7,0,220
main,validation,2100,correct,1,42,26,42,7,7,0,220
main,validation,2100,correct,1,43,19,43,7,7,0,220
main,validation,2100,correct,1,44,23,44,7,7,0,220
main,validation,2100,correct,1,45,10,45,7,7,0,220
main,validation,2100,correct,1,46,16,46,7,7,0,220
main,validation,2100,correct,1,47,25,47,7,7,0,220
main,validation,2100,correct,1,48,49,48,7,7,0,220
main,validation,2100,correct,1,49,13,49,7,7,0,220
main,validation,2100,correct,3,0,2,0,7,7,1,125
main,validation,2100,correct,3,1,36,1,7,7,1,112
main,validation,2100,correct,3,2,43,2,7,7,1,127
main,validation,2100,correct,3,3,16,3,7,7,1,99
main,validation,2100,correct,3,4,7,4,7,7,0,220
main,validation,2100,correct,3,5,8,5,7,7,1,113
main,validation,2100,correct,3,6,14,6,7,7,1,148
main,validation,2100,correct,3,7,38,7,7,7,1,128
main,validation,2100,correct,3,8,33,8,7,7,0,220
main,validation,2100,correct,3,9,1,9,7,7,1,158
main,validation,2100,correct,3,10,21,10,7,7,1,149
main,validation,2100,correct,3,11,5,11,7,7,1,111
main,validation,2100,correct,3,12,49,12,7,7,1,119
main,validation,2100,correct,3,13,29,13,7,7,0,220
main,validation,2100,correct,3,14,24,14,7,7,1,106
main,validation,2100,correct,3,15,10,15,7,7,1,87
main,validation,2100,correct,3,16,44,16,7,7,0,220
main,validation,2100,correct,3,17,15,17,7,7,1,101
main,validation,2100,correct,3,18,19,18,7,7,1,119
main,validation,2100,correct,3,19,39,19,7,7,1,133
main,validation,2100,correct,3,20,6,20,7,7,0,220
main,validation,2100,correct,3,21,30,21,7,7,1,127
main,validation,2100,correct,3,22,28,22,7,7,1,213
main,validation,2100,correct,3,23,34,23,7,7,1,103
main,validation,2100,correct,3,24,3,24,7,7,1,125
main,validation,2100,correct,3,25,45,25,7,7,0,220
main,validation,2100,correct,3,26,32,26,7,7,1,153
main,validation,2100,correct,3,27,22,27,7,7,0,220
main,validation,2100,correct,3,28,20,28,7,7,0,220
main,validation,2100,correct,3,29,23,29,7,7,1,104
main,validation,2100,correct,3,30,9,30,7,7,0,220
main,validation,2100,correct,3,31,0,31,7,7,0,220
main,validation,2100,correct,3,32,4,32,7,7,1,151
main,validation,2100,correct,3,33,47,33,7,7,0,220
main,validation,2100,correct,3,34,31,34,7,7,0,220
main,validation,2100,correct,3,35,27,35,7,7,0,220
main,validation,2100,correct,3,36,17,36,7,7,1,99
main,validation,2100,correct,3,37,41,37,7,7,1,110
main,validation,2100,correct,3,38,25,38,7,7,1,107
main,validation,2100,correct,3,39,35,39,7,7,1,107
main,validation,2100,correct,3,40,46,40,7,7,0,220
main,validation,2100,correct,3,41,40,41,7,7,0,220
main,validation,2100,correct,3,42,42,42,7,7,1,104
main,validation,2100,correct,3,43,48,43,7,7,1,97
main,validation,2100,correct,3,44,26,44,7,7,1,98
main,validation,2100,correct,3,45,11,45,7,7,1,99
main,validation,2100,correct,3,46,18,46,7,7,0,220
main,validation,2100,correct,3,47,13,47,7,7,1,183
main,validation,2100,correct,3,48,12,48,7,7,0,220
main,validation,2100,correct,3,49,37,49,7,7,1,216
ablation,validation,1800,correct,31,0,47,0,7,7,0,520
ablation,validation,1800,correct,31,1,9,1,7,7,0,520
ablation,validation,1800,correct,31,2,3,2,7,7,0,520
ablation,validation,1800,correct,31,3,32,3,7,7,0,520
ablation,validation,1800,correct,31,4,15,4,7,7,0,520
ablation,validation,1800,correct,31,5,18,5,7,7,0,520
ablation,validation,1800,correct,31,6,34,6,7,7,0,520
ablation,validation,1800,correct,31,7,11,7,7,7,0,520
ablation,validation,1800,correct,31,8,31,8,7,7,0,520
ablation,validation,1800,correct,31,9,45,9,7,7,0,520
ablation,validation,1800,correct,31,10,49,10,7,7,0,520
ablation,validation,1800,correct,31,11,28,11,7,7,1,493
ablation,validation,1800,correct,31,12,39,12,7,7,0,520
ablation,validation,1800,correct,31,13,43,13,7,7,0,520
ablation,validation,1800,correct,31,14,12,14,7,7,1,340
ablation,validation,1800,correct,31,15,38,15,7,7,0,520
ablation,validation,1800,correct,31,16,35,16,7,7,0,520
ablation,validation,1800,correct,31,17,33,17,7,7,0,520
ablation,validation,1800,correct,31,18,42,18,7,7,0,520
ablation,validation,1800,correct,31,19,24,19,7,7,0,520
ablation,validation,1800,correct,31,20,21,20,7,7,1,404
ablation,validation,1800,correct,31,21,23,21,7,7,0,520
ablation,validation,1800,correct,31,22,2,22,7,7,1,512
ablation,validation,1800,correct,31,23,48,23,7,7,0,520
ablation,validation,1800,correct,31,24,0,24,7,7,0,520
ablation,validation,1800,correct,31,25,7,25,7,7,0,520
ablation,validation,1800,correct,31,26,37,26,7,7,1,475
ablation,validation,1800,correct,31,27,4,27,7,7,1,513
ablation,validation,1800,correct,31,28,20,28,7,7,0,520
ablation,validation,1800,correct,31,29,25,29,7,7,1,442
ablation,validation,1800,correct,31,30,46,30,7,7,1,452
ablation,validation,1800,correct,31,31,22,31,7,7,0,520
ablation,validation,1800,correct,31,32,41,32,7,7,0,520
ablation,validation,1800,correct,31,33,40,33,7,7,0,520
ablation,validation,1800,correct,31,34,13,34,7,7,1,397
ablation,validation,1800,correct,31,35,16,35,7,7,0,520
ablation,validation,1800,correct,31,36,10,36,7,7,1,407
ablation,validation,1800,correct,31,37,17,37,7,7,0,520
ablation,validation,1800,correct,31,38,6,38,7,7,0,520
ablation,validation,1800,correct,31,39,27,39,7,7,0,520
ablation,validation,1800,correct,31,40,36,40,7,7,0,520
ablation,validation,1800,correct,31,41,26,41,7,7,0,520
ablation,validation,1800,correct,31,42,44,42,7,7,0,520
ablation,validation,1800,correct,31,43,19,43,7,7,1,362
ablation,validation,1800,correct,31,44,14,44,7,7,0,520
ablation,validation,1800,correct,31,45,8,45,7,7,0,520
ablation,validation,1800,correct,31,46,5,46,7,7,0,520
ablation,validation,1800,correct,31,47,30,47,7,7,1,437
ablation,validation,1800,correct,31,48,29,48,7,7,0,520
ablation,validation,1800,correct,31,49,1,49,7,7,0,520
ablation,validation,1800,correct,32,0,16,0,7,7,0,520
ablation,validation,1800,correct,32,1,35,1,7,7,0,520
ablation,validation,1800,correct,32,2,12,2,7,7,0,520
ablation,validation,1800,correct,32,3,8,3,7,7,0,520
ablation,validation,1800,correct,32,4,37,4,7,7,0,520
ablation,validation,1800,correct,32,5,42,5,7,7,0,520
ablation,validation,1800,correct,32,6,15,6,7,7,0,520
ablation,validation,1800,correct,32,7,43,7,7,7,0,520
ablation,validation,1800,correct,32,8,33,8,7,7,0,520
ablation,validation,1800,correct,32,9,25,9,7,7,0,520
ablation,validation,1800,correct,32,10,3,10,7,7,0,520
ablation,validation,1800,correct,32,11,29,11,7,7,0,520
ablation,validation,1800,correct,32,12,24,12,7,7,0,520
ablation,validation,1800,correct,32,13,28,13,7,7,0,520
ablation,validation,1800,correct,32,14,47,14,7,7,0,520
ablation,validation,1800,correct,32,15,36,15,7,7,0,520
ablation,validation,1800,correct,32,16,18,16,7,7,0,520
ablation,validation,1800,correct,32,17,46,17,7,7,0,520
ablation,validation,1800,correct,32,18,39,18,7,7,0,520
ablation,validation,1800,correct,32,19,31,19,7,7,0,520
ablation,validation,1800,correct,32,20,32,20,7,7,0,520
ablation,validation,1800,correct,32,21,34,21,7,7,0,520
ablation,validation,1800,correct,32,22,19,22,7,7,0,520
ablation,validation,1800,correct,32,23,49,23,7,7,0,520
ablation,validation,1800,correct,32,24,45,24,7,7,0,520
ablation,validation,1800,correct,32,25,21,25,7,7,0,520
ablation,validation,1800,correct,32,26,44,26,7,7,0,520
ablation,validation,1800,correct,32,27,2,27,7,7,0,520
ablation,validation,1800,correct,32,28,38,28,7,7,0,520
ablation,validation,1800,correct,32,29,5,29,7,7,0,520
ablation,validation,1800,correct,32,30,1,30,7,7,0,520
ablation,validation,1800,correct,32,31,27,31,7,7,0,520
ablation,validation,1800,correct,32,32,7,32,7,7,0,520
ablation,validation,1800,correct,32,33,13,33,7,7,0,520
ablation,validation,1800,correct,32,34,23,34,7,7,0,520
ablation,validation,1800,correct,32,35,11,35,7,7,0,520
ablation,validation,1800,correct,32,36,9,36,7,7,0,520
ablation,validation,1800,correct,32,37,0,37,7,7,0,520
ablation,validation,1800,correct,32,38,10,38,7,7,0,520
ablation,validation,1800,correct,32,39,26,39,7,7,0,520
ablation,validation,1800,correct,32,40,4,40,7,7,0,520
ablation,validation,1800,correct,32,41,30,41,7,7,0,520
ablation,validation,1800,correct,32,42,40,42,7,7,0,520
ablation,validation,1800,correct,32,43,22,43,7,7,0,520
ablation,validation,1800,correct,32,44,41,44,7,7,0,520
ablation,validation,1800,correct,32,45,17,45,7,7,0,520
ablation,validation,1800,correct,32,46,20,46,7,7,0,520
ablation,validation,1800,correct,32,47,14,47,7,7,0,520
ablation,validation,1800,correct,32,48,48,48,7,7,0,520
ablation,validation,1800,correct,32,49,6,49,7,7,0,520
ablation,validation,1800,correct,23,0,35,0,7,7,0,300
ablation,validation,1800,correct,23,1,13,1,7,7,0,300
ablation,validation,1800,correct,23,2,15,2,7,7,0,300
ablation,validation,1800,correct,23,3,8,3,7,7,0,300
ablation,validation,1800,correct,23,4,34,4,7,7,0,300
ablation,validation,1800,correct,23,5,28,5,7,7,0,300
ablation,validation,1800,correct,23,6,29,6,7,7,0,300
ablation,validation,1800,correct,23,7,19,7,7,7,0,300
ablation,validation,1800,correct,23,8,17,8,7,7,0,300
ablation,validation,1800,correct,23,9,2,9,7,7,0,300
ablation,validation,1800,correct,23,10,0,10,7,7,0,300
ablation,validation,1800,correct,23,11,31,11,7,7,0,300
ablation,validation,1800,correct,23,12,3,12,7,7,0,300
ablation,validation,1800,correct,23,13,30,13,7,7,0,300
ablation,validation,1800,correct,23,14,5,14,7,7,0,300
ablation,validation,1800,correct,23,15,26,15,7,7,0,300
ablation,validation,1800,correct,23,16,4,16,7,7,0,300
ablation,validation,1800,correct,23,17,9,17,7,7,0,300
ablation,validation,1800,correct,23,18,14,18,7,7,0,300
ablation,validation,1800,correct,23,19,12,19,7,7,0,300
ablation,validation,1800,correct,23,20,27,20,7,7,0,300
ablation,validation,1800,correct,23,21,32,21,7,7,0,300
ablation,validation,1800,correct,23,22,36,22,7,7,0,300
ablation,validation,1800,correct,23,23,44,23,7,7,0,300
ablation,validation,1800,correct,23,24,46,24,7,7,0,300
ablation,validation,1800,correct,23,25,11,25,7,7,0,300
ablation,validation,1800,correct,23,26,41,26,7,7,0,300
ablation,validation,1800,correct,23,27,16,27,7,7,0,300
ablation,validation,1800,correct,23,28,48,28,7,7,0,300
ablation,validation,1800,correct,23,29,23,29,7,7,0,300
ablation,validation,1800,correct,23,30,21,30,7,7,0,300
ablation,validation,1800,correct,23,31,38,31,7,7,0,300
ablation,validation,1800,correct,23,32,22,32,7,7,0,300
ablation,validation,1800,correct,23,33,39,33,7,7,0,300
ablation,validation,1800,correct,23,34,42,34,7,7,0,300
ablation,validation,1800,correct,23,35,18,35,7,7,0,300
ablation,validation,1800,correct,23,36,6,36,7,7,0,300
ablation,validation,1800,correct,23,37,49,37,7,7,0,300
ablation,validation,1800,correct,23,38,33,38,7,7,0,300
ablation,validation,1800,correct,23,39,37,39,7,7,0,300
ablation,validation,1800,correct,23,40,24,40,7,7,0,300
ablation,validation,1800,correct,23,41,7,41,7,7,0,300
ablation,validation,1800,correct,23,42,40,42,7,7,0,300
ablation,validation,1800,correct,23,43,1,43,7,7,0,300
ablation,validation,1800,correct,23,44,20,44,7,7,0,300
ablation,validation,1800,correct,23,45,45,45,7,7,0,300
ablation,validation,1800,correct,23,46,10,46,7,7,0,300
ablation,validation,1800,correct,23,47,47,47,7,7,0,300
ablation,validation,1800,correct,23,48,43,48,7,7,0,300
ablation,validation,1800,correct,23,49,25,49,7,7,0,300
ablation,validation,1800,correct,26,0,45,0,7,7,1,98
ablation,validation,1800,correct,26,1,8,1,7,7,1,122
ablation,validation,1800,correct,26,2,22,2,7,7,1,109
ablation,validation,1800,correct,26,3,34,3,7,7,1,126
ablation,validation,1800,correct,26,4,49,4,7,7,1,101
ablation,validation,1800,correct,26,5,41,5,7,7,1,121
ablation,validation,1800,correct,26,6,9,6,7,7,1,113
ablation,validation,1800,correct,26,7,40,7,7,7,1,91
ablation,validation,1800,correct,26,8,29,8,7,7,1,99
ablation,validation,1800,correct,26,9,26,9,7,7,1,138
ablation,validation,1800,correct,26,10,7,10,7,7,1,95
ablation,validation,1800,correct,26,11,10,11,7,7,1,102
ablation,validation,1800,correct,26,12,44,12,7,7,1,104
ablation,validation,1800,correct,26,13,1,13,7,7,0,300
ablation,validation,1800,correct,26,14,35,14,7,7,1,107
ablation,validation,1800,correct,26,15,20,15,7,7,1,106
ablation,validation,1800,correct,26,16,2,16,7,7,0,300
ablation,validation,1800,correct,26,17,0,17,7,7,1,102
ablation,validation,1800,correct,26,18,23,18,7,7,0,300
ablation,validation,1800,correct,26,19,36,19,7,7,1,104
ablation,validation,1800,correct,26,20,43,20,7,7,1,105
ablation,validation,1800,correct,26,21,21,21,7,7,1,105
ablation,validation,1800,correct,26,22,31,22,7,7,1,107
ablation,validation,1800,correct,26,23,27,23,7,7,1,100
ablation,validation,1800,correct,26,24,47,24,7,7,1,94
ablation,validation,1800,correct,26,25,5,25,7,7,1,91
ablation,validation,1800,correct,26,26,11,26,7,7,1,131
ablation,validation,1800,correct,26,27,24,27,7,7,0,300
ablation,validation,1800,correct,26,28,38,28,7,7,1,91
ablation,validation,1800,correct,26,29,16,29,7,7,1,91
ablation,validation,1800,correct,26,30,39,30,7,7,0,300
ablation,validation,1800,correct,26,31,12,31,7,7,1,116
ablation,validation,1800,correct,26,32,42,32,7,7,0,300
ablation,validation,1800,correct,26,33,48,33,7,7,1,95
ablation,validation,1800,correct,26,34,32,34,7,7,1,105
ablation,validation,1800,correct,26,35,13,35,7,7,1,114
ablation,validation,1800,correct,26,36,4,36,7,7,1,107
ablation,validation,1800,correct,26,37,30,37,7,7,1,115
ablation,validation,1800,correct,26,38,3,38,7,7,1,90
ablation,validation,1800,correct,26,39,46,39,7,7,0,300
ablation,validation,1800,correct,26,40,14,40,7,7,1,125
ablation,validation,1800,correct,26,41,28,41,7,7,1,130
ablation,validation,1800,correct,26,42,19,42,7,7,1,91
ablation,validation,1800,correct,26,43,17,43,7,7,1,91
ablation,validation,1800,correct,26,44,33,44,7,7,1,106
ablation,validation,1800,correct,26,45,37,45,7,7,1,102
ablation,validation,1800,correct,26,46,15,46,7,7,1,128
ablation,validation,1800,correct,26,47,25,47,7,7,1,75
ablation,validation,1800,correct,26,48,6,48,7,7,1,117
ablation,validation,1800,correct,26,49,18,49,7,7,1,112
ablation,validation,1800,correct,11,0,34,0,7,7,1,162
ablation,validation,1800,correct,11,1,10,1,7,7,0,280
ablation,validation,1800,correct,11,2,12,2,7,7,1,243
ablation,validation,1800,correct,11,3,2,3,7,7,1,139
ablation,validation,1800,correct,11,4,39,4,7,7,1,228
ablation,validation,1800,correct,11,5,8,5,7,7,1,233
ablation,validation,1800,correct,11,6,35,6,7,7,0,280
ablation,validation,1800,correct,11,7,41,7,7,7,0,280
ablation,validation,1800,correct,11,8,45,8,7,7,1,133
ablation,validation,1800,correct,11,9,16,9,7,7,1,270
ablation,validation,1800,correct,11,10,4,10,7,7,0,280
ablation,validation,1800,correct,11,11,3,11,7,7,1,133
ablation,validation,1800,correct,11,12,30,12,7,7,1,228
ablation,validation,1800,correct,11,13,23,13,7,7,1,173
