asset,panel,suite,task_id,global_task_id,init_state_id,success,steps,paired_teacher_demo,path,bytes,replans
M300,common_held,libero_goal,3,23,3,False,300,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_03_state_003.pt,94655859,60
M300,common_held,libero_goal,6,26,0,True,97,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_06_state_000.pt,31552659,20
M300,common_held,libero_goal,6,26,1,True,112,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_06_state_001.pt,36285439,23
M300,common_held,libero_goal,6,26,2,True,107,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_06_state_002.pt,34707803,22
M300,common_held,libero_goal,6,26,3,True,97,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_goal_task_06_state_003.pt,31552659,20
M300,common_held,libero_10,1,31,0,False,520,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_01_state_000.pt,164068359,104
M300,common_held,libero_10,1,31,1,False,520,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_01_state_001.pt,164068359,104
M300,common_held,libero_10,1,31,2,False,520,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_01_state_002.pt,164068359,104
M300,common_held,libero_10,1,31,3,True,354,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_01_state_003.pt,112008493,71
M300,train,libero_spatial,5,5,0,False,220,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_05_state_000.pt,69415257,44
M300,train,libero_spatial,5,5,1,True,111,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_05_state_001.pt,36285802,23
M300,train,libero_spatial,5,5,2,True,106,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_05_state_002.pt,34708215,22
M300,train,libero_spatial,5,5,3,False,220,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_05_state_003.pt,69415257,44
M300,train,libero_spatial,7,7,0,True,146,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_07_state_000.pt,47328975,30
M300,train,libero_spatial,7,7,1,True,169,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_07_state_001.pt,53639323,34
M300,train,libero_spatial,7,7,2,False,220,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_07_state_002.pt,69415257,44
M300,train,libero_spatial,7,7,3,False,220,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_spatial_task_07_state_003.pt,69415257,44
M300,train,libero_object,2,12,0,False,280,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_02_state_000.pt,88346143,56
M300,train,libero_object,2,12,1,False,280,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_02_state_001.pt,88346143,56
M300,train,libero_object,2,12,2,False,280,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_02_state_002.pt,88346143,56
M300,train,libero_object,2,12,3,False,280,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_object_task_02_state_003.pt,88346143,56
M300,train,libero_10,7,37,0,True,274,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_07_state_000.pt,86767437,55
M300,train,libero_10,7,37,1,False,520,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_07_state_001.pt,164068359,104
M300,train,libero_10,7,37,2,True,278,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_07_state_002.pt,88344999,56
M300,train,libero_10,7,37,3,False,520,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_10_task_07_state_003.pt,164068359,104
M300,train,libero_90,3,43,0,True,172,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_03_state_000.pt,55216005,35
M300,train,libero_90,3,43,1,False,400,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_03_state_001.pt,126206679,80
M300,train,libero_90,3,43,2,True,175,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_03_state_002.pt,55216005,35
M300,train,libero_90,3,43,3,False,400,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_03_state_003.pt,126206679,80
M300,train,libero_90,56,96,0,True,82,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_56_state_000.pt,26819776,17
M300,train,libero_90,56,96,1,True,81,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_56_state_001.pt,26819776,17
M300,train,libero_90,56,96,2,True,87,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_56_state_002.pt,28397333,18
M300,train,libero_90,56,96,3,True,92,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_56_state_003.pt,29974890,19
M300,train,libero_90,11,51,0,True,60,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_11_state_000.pt,18931991,12
M300,train,libero_90,11,51,1,True,217,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_11_state_001.pt,69414127,44
M300,train,libero_90,11,51,2,True,67,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_11_state_002.pt,22087105,14
M300,train,libero_90,11,51,3,True,72,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_11_state_003.pt,23664662,15
M300,train,libero_90,33,73,0,True,195,0,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_33_state_000.pt,61526253,39
M300,train,libero_90,33,73,1,True,176,1,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_33_state_001.pt,56793567,36
M300,train,libero_90,33,73,2,False,400,2,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_33_state_002.pt,126206679,80
M300,train,libero_90,33,73,3,True,196,3,<writer-stability-study>/rollouts/e1/M300/trajectories/libero_90_task_33_state_003.pt,63103879,40
S1000,common_held,libero_spatial,3,3,0,False,220,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_03_state_000.pt,69415257,44
S1000,common_held,libero_spatial,3,3,1,False,220,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_03_state_001.pt,69415257,44
S1000,common_held,libero_spatial,3,3,2,False,220,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_03_state_002.pt,69415257,44
S1000,common_held,libero_spatial,3,3,3,False,220,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_03_state_003.pt,69415257,44
S1000,common_held,libero_object,1,11,0,False,280,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_01_state_000.pt,88346143,56
S1000,common_held,libero_object,1,11,1,False,280,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_01_state_001.pt,88346143,56
S1000,common_held,libero_object,1,11,2,False,280,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_01_state_002.pt,88346143,56
S1000,common_held,libero_object,1,11,3,False,280,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_01_state_003.pt,88346143,56
S1000,common_held,libero_goal,3,23,0,False,300,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_03_state_000.pt,94655859,60
S1000,common_held,libero_goal,3,23,1,False,300,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_03_state_001.pt,94655859,60
S1000,common_held,libero_goal,3,23,2,False,300,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_03_state_002.pt,94655859,60
S1000,common_held,libero_goal,3,23,3,False,300,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_03_state_003.pt,94655859,60
S1000,common_held,libero_goal,6,26,0,True,109,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_06_state_000.pt,34707803,22
S1000,common_held,libero_goal,6,26,1,True,124,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_06_state_001.pt,39440583,25
S1000,common_held,libero_goal,6,26,2,True,136,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_06_state_002.pt,44173299,28
S1000,common_held,libero_goal,6,26,3,False,300,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_goal_task_06_state_003.pt,94655859,60
S1000,common_held,libero_10,1,31,0,False,520,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_01_state_000.pt,164068359,104
S1000,common_held,libero_10,1,31,1,False,520,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_01_state_001.pt,164068359,104
S1000,common_held,libero_10,1,31,2,False,520,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_01_state_002.pt,164068359,104
S1000,common_held,libero_10,1,31,3,False,520,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_01_state_003.pt,164068359,104
S1000,train,libero_spatial,5,5,0,False,220,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_05_state_000.pt,69415257,44
S1000,train,libero_spatial,5,5,1,False,220,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_05_state_001.pt,69415257,44
S1000,train,libero_spatial,5,5,2,False,220,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_05_state_002.pt,69415257,44
S1000,train,libero_spatial,5,5,3,False,220,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_05_state_003.pt,69415257,44
S1000,train,libero_spatial,7,7,0,False,220,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_07_state_000.pt,69415257,44
S1000,train,libero_spatial,7,7,1,False,220,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_07_state_001.pt,69415257,44
S1000,train,libero_spatial,7,7,2,False,220,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_07_state_002.pt,69415257,44
S1000,train,libero_spatial,7,7,3,False,220,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_spatial_task_07_state_003.pt,69415257,44
S1000,train,libero_object,2,12,0,False,280,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_02_state_000.pt,88346143,56
S1000,train,libero_object,2,12,1,False,280,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_02_state_001.pt,88346143,56
S1000,train,libero_object,2,12,2,False,280,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_02_state_002.pt,88346143,56
S1000,train,libero_object,2,12,3,False,280,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_object_task_02_state_003.pt,88346143,56
S1000,train,libero_10,7,37,0,False,520,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_07_state_000.pt,164068359,104
S1000,train,libero_10,7,37,1,False,520,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_07_state_001.pt,164068359,104
S1000,train,libero_10,7,37,2,False,520,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_07_state_002.pt,164068359,104
S1000,train,libero_10,7,37,3,False,520,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_10_task_07_state_003.pt,164068359,104
S1000,train,libero_90,3,43,0,True,175,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_03_state_000.pt,55216005,35
S1000,train,libero_90,3,43,1,False,400,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_03_state_001.pt,126206679,80
S1000,train,libero_90,3,43,2,True,182,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_03_state_002.pt,58371129,37
S1000,train,libero_90,3,43,3,False,400,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_03_state_003.pt,126206679,80
S1000,train,libero_90,56,96,0,True,87,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_56_state_000.pt,28397333,18
S1000,train,libero_90,56,96,1,True,82,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_56_state_001.pt,26819776,17
S1000,train,libero_90,56,96,2,True,87,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_56_state_002.pt,28397333,18
S1000,train,libero_90,56,96,3,True,91,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_56_state_003.pt,29974890,19
S1000,train,libero_90,11,51,0,True,78,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_11_state_000.pt,25242219,16
S1000,train,libero_90,11,51,1,False,400,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_11_state_001.pt,126206679,80
S1000,train,libero_90,11,51,2,True,81,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_11_state_002.pt,26819776,17
S1000,train,libero_90,11,51,3,True,227,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_11_state_003.pt,72569251,46
S1000,train,libero_90,33,73,0,False,400,0,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_33_state_000.pt,126206679,80
S1000,train,libero_90,33,73,1,True,188,1,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_33_state_001.pt,59948691,38
S1000,train,libero_90,33,73,2,False,400,2,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_33_state_002.pt,126206679,80
S1000,train,libero_90,33,73,3,False,400,3,<writer-stability-study>/rollouts/e1/S1000/trajectories/libero_90_task_33_state_003.pt,126206679,80
