panel,writer_step,arm,suite,task_id,init_state_id,language,success,steps,wall_seconds,split_role,env_seed,policy_seed_root,policy_noise_draws,condition_id,selection_mode,selection_seed,video_ordinal,language_global_task_id,used_video_global_task_id,used_video_suite,used_video_task_id,teacher_demo_indices,paired_correct_demos,paired_other_demos,video_raw_frame_count,video_sampled_frame_count,single_complete_rank16,writer_invocations,panel_integrity_passed
cross_episode_correct_400,400,correct,libero_object,6,12,pick up the butter and place it in the basket,0,280,155.77626897208393,validation,7,7,56,task_16_demos_46,per_init_ordinal,20260911,12,16,16,libero_object,6,[46],[46],[13],157,33,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,13,pick up the butter and place it in the basket,0,280,154.559571871534,validation,7,7,56,task_16_demos_17,per_init_ordinal,20260911,13,16,16,libero_object,6,[17],[17],[34],167,35,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,14,pick up the butter and place it in the basket,0,280,153.24440891575068,validation,7,7,56,task_16_demos_33,per_init_ordinal,20260911,14,16,16,libero_object,6,[33],[33],[0],144,30,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,15,pick up the butter and place it in the basket,0,280,152.01758557837456,validation,7,7,56,task_16_demos_08,per_init_ordinal,20260911,15,16,16,libero_object,6,[8],[8],[25],150,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,16,pick up the butter and place it in the basket,0,280,155.7584463711828,validation,7,7,56,task_16_demos_34,per_init_ordinal,20260911,16,16,16,libero_object,6,[34],[34],[1],164,34,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,17,pick up the butter and place it in the basket,0,280,154.73884854093194,validation,7,7,56,task_16_demos_32,per_init_ordinal,20260911,17,16,16,libero_object,6,[32],[32],[49],152,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,18,pick up the butter and place it in the basket,0,280,153.62644518073648,validation,7,7,56,task_16_demos_28,per_init_ordinal,20260911,18,16,16,libero_object,6,[28],[28],[45],151,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,19,pick up the butter and place it in the basket,0,280,152.52874742168933,validation,7,7,56,task_16_demos_19,per_init_ordinal,20260911,19,16,16,libero_object,6,[19],[19],[36],149,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,20,pick up the butter and place it in the basket,0,280,151.4432738367468,validation,7,7,56,task_16_demos_24,per_init_ordinal,20260911,20,16,16,libero_object,6,[24],[24],[41],150,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,21,pick up the butter and place it in the basket,0,280,150.3594063622877,validation,7,7,56,task_16_demos_35,per_init_ordinal,20260911,21,16,16,libero_object,6,[35],[35],[2],175,36,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,22,pick up the butter and place it in the basket,0,280,149.27079636231065,validation,7,7,56,task_16_demos_40,per_init_ordinal,20260911,22,16,16,libero_object,6,[40],[40],[7],155,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,23,pick up the butter and place it in the basket,0,280,148.09743656031787,validation,7,7,56,task_16_demos_12,per_init_ordinal,20260911,23,16,16,libero_object,6,[12],[12],[29],154,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,24,pick up the butter and place it in the basket,0,280,157.06030972860754,validation,7,7,56,task_16_demos_01,per_init_ordinal,20260911,24,16,16,libero_object,6,[1],[1],[18],149,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,25,pick up the butter and place it in the basket,0,280,155.78724297881126,validation,7,7,56,task_16_demos_18,per_init_ordinal,20260911,25,16,16,libero_object,6,[18],[18],[35],144,30,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,26,pick up the butter and place it in the basket,0,280,154.5725085278973,validation,7,7,56,task_16_demos_06,per_init_ordinal,20260911,26,16,16,libero_object,6,[6],[6],[23],148,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,27,pick up the butter and place it in the basket,0,280,153.42499846965075,validation,7,7,56,task_16_demos_14,per_init_ordinal,20260911,27,16,16,libero_object,6,[14],[14],[31],154,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,28,pick up the butter and place it in the basket,0,280,152.2069673622027,validation,7,7,56,task_16_demos_09,per_init_ordinal,20260911,28,16,16,libero_object,6,[9],[9],[26],155,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,29,pick up the butter and place it in the basket,0,280,151.07066794391721,validation,7,7,56,task_16_demos_37,per_init_ordinal,20260911,29,16,16,libero_object,6,[37],[37],[4],158,33,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,30,pick up the butter and place it in the basket,0,280,149.84530732501298,validation,7,7,56,task_16_demos_05,per_init_ordinal,20260911,30,16,16,libero_object,6,[5],[5],[22],146,30,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,31,pick up the butter and place it in the basket,0,280,148.5690201325342,validation,7,7,56,task_16_demos_30,per_init_ordinal,20260911,31,16,16,libero_object,6,[30],[30],[47],162,34,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,32,pick up the butter and place it in the basket,0,280,156.77494267188013,validation,7,7,56,task_16_demos_15,per_init_ordinal,20260911,32,16,16,libero_object,6,[15],[15],[32],173,36,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,33,pick up the butter and place it in the basket,0,280,155.53616064228117,validation,7,7,56,task_16_demos_36,per_init_ordinal,20260911,33,16,16,libero_object,6,[36],[36],[3],151,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,34,pick up the butter and place it in the basket,0,280,154.3733832379803,validation,7,7,56,task_16_demos_47,per_init_ordinal,20260911,34,16,16,libero_object,6,[47],[47],[14],155,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,35,pick up the butter and place it in the basket,0,280,152.91860959120095,validation,7,7,56,task_16_demos_49,per_init_ordinal,20260911,35,16,16,libero_object,6,[49],[49],[16],151,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,36,pick up the butter and place it in the basket,0,280,151.7592738168314,validation,7,7,56,task_16_demos_42,per_init_ordinal,20260911,36,16,16,libero_object,6,[42],[42],[9],153,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,37,pick up the butter and place it in the basket,0,280,150.48574941139668,validation,7,7,56,task_16_demos_44,per_init_ordinal,20260911,37,16,16,libero_object,6,[44],[44],[11],152,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,38,pick up the butter and place it in the basket,0,280,149.20611871778965,validation,7,7,56,task_16_demos_07,per_init_ordinal,20260911,38,16,16,libero_object,6,[7],[7],[24],154,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,39,pick up the butter and place it in the basket,0,280,147.9637487232685,validation,7,7,56,task_16_demos_11,per_init_ordinal,20260911,39,16,16,libero_object,6,[11],[11],[28],171,35,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,40,pick up the butter and place it in the basket,0,280,151.87484143394977,validation,7,7,56,task_16_demos_45,per_init_ordinal,20260911,40,16,16,libero_object,6,[45],[45],[12],207,43,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,41,pick up the butter and place it in the basket,0,280,150.40786046348512,validation,7,7,56,task_16_demos_43,per_init_ordinal,20260911,41,16,16,libero_object,6,[43],[43],[10],146,30,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,42,pick up the butter and place it in the basket,0,280,148.87052172329277,validation,7,7,56,task_16_demos_38,per_init_ordinal,20260911,42,16,16,libero_object,6,[38],[38],[5],164,34,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,43,pick up the butter and place it in the basket,0,280,147.44449826702476,validation,7,7,56,task_16_demos_41,per_init_ordinal,20260911,43,16,16,libero_object,6,[41],[41],[8],156,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,44,pick up the butter and place it in the basket,0,280,146.06475757900625,validation,7,7,56,task_16_demos_29,per_init_ordinal,20260911,44,16,16,libero_object,6,[29],[29],[46],164,34,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,45,pick up the butter and place it in the basket,0,280,144.7219542255625,validation,7,7,56,task_16_demos_26,per_init_ordinal,20260911,45,16,16,libero_object,6,[26],[26],[43],156,32,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,46,pick up the butter and place it in the basket,0,280,143.33068143110722,validation,7,7,56,task_16_demos_13,per_init_ordinal,20260911,46,16,16,libero_object,6,[13],[13],[30],149,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,47,pick up the butter and place it in the basket,0,280,141.7851513205096,validation,7,7,56,task_16_demos_27,per_init_ordinal,20260911,47,16,16,libero_object,6,[27],[27],[44],149,31,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,48,pick up the butter and place it in the basket,0,280,58.45712873712182,validation,7,7,56,task_16_demos_21,per_init_ordinal,20260911,48,16,16,libero_object,6,[21],[21],[38],162,34,True,1,True
cross_episode_correct_400,400,correct,libero_object,6,49,pick up the butter and place it in the basket,0,280,56.871659277938306,validation,7,7,56,task_16_demos_16,per_init_ordinal,20260911,49,16,16,libero_object,6,[16],[16],[33],147,31,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,0,pick up the black bowl on the cookie box and place it on the plate,1,93,53.60170291084796,validation,7,7,19,task_03_demos_02,per_init_ordinal,20260911,0,3,3,libero_spatial,3,[2],[2],[19],95,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,1,104,56.06206955667585,validation,7,7,21,task_03_demos_36,per_init_ordinal,20260911,1,3,3,libero_spatial,3,[36],[36],[3],92,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,2,pick up the black bowl on the cookie box and place it on the plate,0,220,88.55017430055887,validation,7,7,44,task_03_demos_43,per_init_ordinal,20260911,2,3,3,libero_spatial,3,[43],[43],[10],102,22,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,1,93,49.84726035222411,validation,7,7,19,task_03_demos_16,per_init_ordinal,20260911,3,3,3,libero_spatial,3,[16],[16],[33],101,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,4,pick up the black bowl on the cookie box and place it on the plate,0,220,86.14962857309729,validation,7,7,44,task_03_demos_07,per_init_ordinal,20260911,4,3,3,libero_spatial,3,[7],[7],[24],95,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,5,pick up the black bowl on the cookie box and place it on the plate,1,129,59.410582879558206,validation,7,7,26,task_03_demos_08,per_init_ordinal,20260911,5,3,3,libero_spatial,3,[8],[8],[25],111,23,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,6,pick up the black bowl on the cookie box and place it on the plate,1,89,44.45399581827223,validation,7,7,18,task_03_demos_14,per_init_ordinal,20260911,6,3,3,libero_spatial,3,[14],[14],[31],100,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,7,pick up the black bowl on the cookie box and place it on the plate,0,220,82.28879699483514,validation,7,7,44,task_03_demos_38,per_init_ordinal,20260911,7,3,3,libero_spatial,3,[38],[38],[5],97,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,8,pick up the black bowl on the cookie box and place it on the plate,1,105,63.27343214210123,validation,7,7,21,task_03_demos_33,per_init_ordinal,20260911,8,3,3,libero_spatial,3,[33],[33],[0],111,23,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,9,pick up the black bowl on the cookie box and place it on the plate,1,128,67.49734967947006,validation,7,7,26,task_03_demos_01,per_init_ordinal,20260911,9,3,3,libero_spatial,3,[1],[1],[18],101,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,10,pick up the black bowl on the cookie box and place it on the plate,1,219,79.03993642143905,validation,7,7,44,task_03_demos_21,per_init_ordinal,20260911,10,3,3,libero_spatial,3,[21],[21],[38],96,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,11,pick up the black bowl on the cookie box and place it on the plate,1,95,54.482669811695814,validation,7,7,19,task_03_demos_05,per_init_ordinal,20260911,11,3,3,libero_spatial,3,[5],[5],[22],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,12,pick up the black bowl on the cookie box and place it on the plate,1,93,52.66202221997082,validation,7,7,19,task_03_demos_49,per_init_ordinal,20260911,12,3,3,libero_spatial,3,[49],[49],[16],90,19,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,13,pick up the black bowl on the cookie box and place it on the plate,1,100,53.349248703569174,validation,7,7,20,task_03_demos_29,per_init_ordinal,20260911,13,3,3,libero_spatial,3,[29],[29],[46],106,22,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,14,pick up the black bowl on the cookie box and place it on the plate,1,107,55.63078191783279,validation,7,7,22,task_03_demos_24,per_init_ordinal,20260911,14,3,3,libero_spatial,3,[24],[24],[41],96,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,15,pick up the black bowl on the cookie box and place it on the plate,1,90,46.388158429414034,validation,7,7,18,task_03_demos_10,per_init_ordinal,20260911,15,3,3,libero_spatial,3,[10],[10],[27],89,19,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,16,pick up the black bowl on the cookie box and place it on the plate,0,220,115.88006328325719,validation,7,7,44,task_03_demos_44,per_init_ordinal,20260911,16,3,3,libero_spatial,3,[44],[44],[11],113,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,17,pick up the black bowl on the cookie box and place it on the plate,0,220,114.2779881209135,validation,7,7,44,task_03_demos_15,per_init_ordinal,20260911,17,3,3,libero_spatial,3,[15],[15],[32],119,25,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,18,pick up the black bowl on the cookie box and place it on the plate,0,220,112.33212097082287,validation,7,7,44,task_03_demos_19,per_init_ordinal,20260911,18,3,3,libero_spatial,3,[19],[19],[36],100,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,19,pick up the black bowl on the cookie box and place it on the plate,0,220,110.88187344186008,validation,7,7,44,task_03_demos_39,per_init_ordinal,20260911,19,3,3,libero_spatial,3,[39],[39],[6],92,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,20,pick up the black bowl on the cookie box and place it on the plate,0,220,109.28927310928702,validation,7,7,44,task_03_demos_06,per_init_ordinal,20260911,20,3,3,libero_spatial,3,[6],[6],[23],111,23,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,21,pick up the black bowl on the cookie box and place it on the plate,1,98,51.26720983348787,validation,7,7,20,task_03_demos_30,per_init_ordinal,20260911,21,3,3,libero_spatial,3,[30],[30],[47],86,18,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,22,pick up the black bowl on the cookie box and place it on the plate,1,104,52.773647520691156,validation,7,7,21,task_03_demos_28,per_init_ordinal,20260911,22,3,3,libero_spatial,3,[28],[28],[45],95,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,23,pick up the black bowl on the cookie box and place it on the plate,0,220,104.73023794591427,validation,7,7,44,task_03_demos_34,per_init_ordinal,20260911,23,3,3,libero_spatial,3,[34],[34],[1],89,19,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,24,pick up the black bowl on the cookie box and place it on the plate,1,109,69.78563803248107,validation,7,7,22,task_03_demos_03,per_init_ordinal,20260911,24,3,3,libero_spatial,3,[3],[3],[20],115,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,25,pick up the black bowl on the cookie box and place it on the plate,0,220,101.20111492834985,validation,7,7,44,task_03_demos_45,per_init_ordinal,20260911,25,3,3,libero_spatial,3,[45],[45],[12],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,26,pick up the black bowl on the cookie box and place it on the plate,1,103,65.06234609056264,validation,7,7,21,task_03_demos_32,per_init_ordinal,20260911,26,3,3,libero_spatial,3,[32],[32],[49],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,27,pick up the black bowl on the cookie box and place it on the plate,1,178,87.68704667687416,validation,7,7,36,task_03_demos_22,per_init_ordinal,20260911,27,3,3,libero_spatial,3,[22],[22],[39],96,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,28,pick up the black bowl on the cookie box and place it on the plate,0,220,97.13496759161353,validation,7,7,44,task_03_demos_20,per_init_ordinal,20260911,28,3,3,libero_spatial,3,[20],[20],[37],96,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,29,pick up the black bowl on the cookie box and place it on the plate,0,220,95.55540303234011,validation,7,7,44,task_03_demos_23,per_init_ordinal,20260911,29,3,3,libero_spatial,3,[23],[23],[40],97,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,30,pick up the black bowl on the cookie box and place it on the plate,1,101,58.96635998785496,validation,7,7,21,task_03_demos_09,per_init_ordinal,20260911,30,3,3,libero_spatial,3,[9],[9],[26],129,27,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,31,pick up the black bowl on the cookie box and place it on the plate,0,220,92.78916454035789,validation,7,7,44,task_03_demos_00,per_init_ordinal,20260911,31,3,3,libero_spatial,3,[0],[0],[17],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,32,pick up the black bowl on the cookie box and place it on the plate,1,78,54.550407695584,validation,7,7,16,task_03_demos_04,per_init_ordinal,20260911,32,3,3,libero_spatial,3,[4],[4],[21],103,22,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,33,pick up the black bowl on the cookie box and place it on the plate,0,220,92.69394859112799,validation,7,7,44,task_03_demos_47,per_init_ordinal,20260911,33,3,3,libero_spatial,3,[47],[47],[14],90,19,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,34,pick up the black bowl on the cookie box and place it on the plate,1,107,65.0516606522724,validation,7,7,22,task_03_demos_31,per_init_ordinal,20260911,34,3,3,libero_spatial,3,[31],[31],[48],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,35,pick up the black bowl on the cookie box and place it on the plate,1,112,64.979780360125,validation,7,7,23,task_03_demos_27,per_init_ordinal,20260911,35,3,3,libero_spatial,3,[27],[27],[44],101,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,36,pick up the black bowl on the cookie box and place it on the plate,0,220,87.64534356724471,validation,7,7,44,task_03_demos_17,per_init_ordinal,20260911,36,3,3,libero_spatial,3,[17],[17],[34],94,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,37,pick up the black bowl on the cookie box and place it on the plate,1,103,58.47053318563849,validation,7,7,21,task_03_demos_41,per_init_ordinal,20260911,37,3,3,libero_spatial,3,[41],[41],[8],114,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,38,pick up the black bowl on the cookie box and place it on the plate,1,95,52.60338966362178,validation,7,7,19,task_03_demos_25,per_init_ordinal,20260911,38,3,3,libero_spatial,3,[25],[25],[42],98,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,39,pick up the black bowl on the cookie box and place it on the plate,1,87,47.93526067677885,validation,7,7,18,task_03_demos_35,per_init_ordinal,20260911,39,3,3,libero_spatial,3,[35],[35],[2],101,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,40,pick up the black bowl on the cookie box and place it on the plate,0,220,104.04586668405682,validation,7,7,44,task_03_demos_46,per_init_ordinal,20260911,40,3,3,libero_spatial,3,[46],[46],[13],103,22,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,41,pick up the black bowl on the cookie box and place it on the plate,0,220,102.51439269073308,validation,7,7,44,task_03_demos_40,per_init_ordinal,20260911,41,3,3,libero_spatial,3,[40],[40],[7],95,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,42,pick up the black bowl on the cookie box and place it on the plate,0,220,100.80427541583776,validation,7,7,44,task_03_demos_42,per_init_ordinal,20260911,42,3,3,libero_spatial,3,[42],[42],[9],89,19,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,43,pick up the black bowl on the cookie box and place it on the plate,0,220,99.04153013415635,validation,7,7,44,task_03_demos_48,per_init_ordinal,20260911,43,3,3,libero_spatial,3,[48],[48],[15],100,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,44,pick up the black bowl on the cookie box and place it on the plate,0,220,97.52094847895205,validation,7,7,44,task_03_demos_26,per_init_ordinal,20260911,44,3,3,libero_spatial,3,[26],[26],[43],92,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,45,pick up the black bowl on the cookie box and place it on the plate,1,97,60.172991160303354,validation,7,7,20,task_03_demos_11,per_init_ordinal,20260911,45,3,3,libero_spatial,3,[11],[11],[28],97,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,46,pick up the black bowl on the cookie box and place it on the plate,1,102,60.318010156974196,validation,7,7,21,task_03_demos_18,per_init_ordinal,20260911,46,3,3,libero_spatial,3,[18],[18],[35],171,35,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,47,pick up the black bowl on the cookie box and place it on the plate,1,98,57.410613217391074,validation,7,7,20,task_03_demos_13,per_init_ordinal,20260911,47,3,3,libero_spatial,3,[13],[13],[30],99,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,48,pick up the black bowl on the cookie box and place it on the plate,0,220,37.365822148509324,validation,7,7,44,task_03_demos_12,per_init_ordinal,20260911,48,3,3,libero_spatial,3,[12],[12],[29],93,20,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,3,49,pick up the black bowl on the cookie box and place it on the plate,1,98,20.878286187537014,validation,7,7,20,task_03_demos_37,per_init_ordinal,20260911,49,3,3,libero_spatial,3,[37],[37],[4],97,21,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,0,pick up the black bowl next to the cookie box and place it on the plate,0,220,114.3861138522625,validation,7,7,44,task_06_demos_25,per_init_ordinal,20260911,0,6,6,libero_spatial,6,[25],[25],[42],146,30,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,1,pick up the black bowl next to the cookie box and place it on the plate,0,220,113.14104941301048,validation,7,7,44,task_06_demos_43,per_init_ordinal,20260911,1,6,6,libero_spatial,6,[43],[43],[10],107,23,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,2,pick up the black bowl next to the cookie box and place it on the plate,0,220,111.87019276991487,validation,7,7,44,task_06_demos_03,per_init_ordinal,20260911,2,6,6,libero_spatial,6,[3],[3],[20],108,23,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,3,pick up the black bowl next to the cookie box and place it on the plate,0,220,110.5424046330154,validation,7,7,44,task_06_demos_26,per_init_ordinal,20260911,3,6,6,libero_spatial,6,[26],[26],[43],122,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,4,pick up the black bowl next to the cookie box and place it on the plate,0,220,109.20440267305821,validation,7,7,44,task_06_demos_38,per_init_ordinal,20260911,4,6,6,libero_spatial,6,[38],[38],[5],131,27,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,5,pick up the black bowl next to the cookie box and place it on the plate,0,220,107.95824016723782,validation,7,7,44,task_06_demos_48,per_init_ordinal,20260911,5,6,6,libero_spatial,6,[48],[48],[15],159,33,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,6,pick up the black bowl next to the cookie box and place it on the plate,1,152,71.61298543401062,validation,7,7,31,task_06_demos_00,per_init_ordinal,20260911,6,6,6,libero_spatial,6,[0],[0],[17],123,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,7,pick up the black bowl next to the cookie box and place it on the plate,0,220,105.22270030528307,validation,7,7,44,task_06_demos_46,per_init_ordinal,20260911,7,6,6,libero_spatial,6,[46],[46],[13],122,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,8,pick up the black bowl next to the cookie box and place it on the plate,0,220,115.2977811312303,validation,7,7,44,task_06_demos_42,per_init_ordinal,20260911,8,6,6,libero_spatial,6,[42],[42],[9],114,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,9,pick up the black bowl next to the cookie box and place it on the plate,0,220,114.00151950214058,validation,7,7,44,task_06_demos_18,per_init_ordinal,20260911,9,6,6,libero_spatial,6,[18],[18],[35],130,27,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,10,pick up the black bowl next to the cookie box and place it on the plate,0,220,112.72277254331857,validation,7,7,44,task_06_demos_17,per_init_ordinal,20260911,10,6,6,libero_spatial,6,[17],[17],[34],141,29,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,11,pick up the black bowl next to the cookie box and place it on the plate,0,220,111.42068312037736,validation,7,7,44,task_06_demos_08,per_init_ordinal,20260911,11,6,6,libero_spatial,6,[8],[8],[25],133,28,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,12,pick up the black bowl next to the cookie box and place it on the plate,0,220,110.12464639544487,validation,7,7,44,task_06_demos_45,per_init_ordinal,20260911,12,6,6,libero_spatial,6,[45],[45],[12],154,32,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,13,pick up the black bowl next to the cookie box and place it on the plate,0,220,108.82853297889233,validation,7,7,44,task_06_demos_33,per_init_ordinal,20260911,13,6,6,libero_spatial,6,[33],[33],[0],113,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,14,pick up the black bowl next to the cookie box and place it on the plate,0,220,107.33217997010797,validation,7,7,44,task_06_demos_09,per_init_ordinal,20260911,14,6,6,libero_spatial,6,[9],[9],[26],113,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,15,pick up the black bowl next to the cookie box and place it on the plate,0,220,105.85207114182413,validation,7,7,44,task_06_demos_12,per_init_ordinal,20260911,15,6,6,libero_spatial,6,[12],[12],[29],124,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,16,pick up the black bowl next to the cookie box and place it on the plate,0,220,122.06311508920044,validation,7,7,44,task_06_demos_34,per_init_ordinal,20260911,16,6,6,libero_spatial,6,[34],[34],[1],115,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,17,pick up the black bowl next to the cookie box and place it on the plate,0,220,120.83408772479743,validation,7,7,44,task_06_demos_22,per_init_ordinal,20260911,17,6,6,libero_spatial,6,[22],[22],[39],124,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,18,pick up the black bowl next to the cookie box and place it on the plate,0,220,119.49525472987443,validation,7,7,44,task_06_demos_13,per_init_ordinal,20260911,18,6,6,libero_spatial,6,[13],[13],[30],124,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,19,pick up the black bowl next to the cookie box and place it on the plate,0,220,118.1711881281808,validation,7,7,44,task_06_demos_27,per_init_ordinal,20260911,19,6,6,libero_spatial,6,[27],[27],[44],129,27,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,20,pick up the black bowl next to the cookie box and place it on the plate,1,143,85.2273413958028,validation,7,7,29,task_06_demos_05,per_init_ordinal,20260911,20,6,6,libero_spatial,6,[5],[5],[22],130,27,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,21,pick up the black bowl next to the cookie box and place it on the plate,0,220,115.57099170330912,validation,7,7,44,task_06_demos_49,per_init_ordinal,20260911,21,6,6,libero_spatial,6,[49],[49],[16],152,32,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,22,pick up the black bowl next to the cookie box and place it on the plate,0,220,114.19422656856477,validation,7,7,44,task_06_demos_20,per_init_ordinal,20260911,22,6,6,libero_spatial,6,[20],[20],[37],122,26,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,23,pick up the black bowl next to the cookie box and place it on the plate,0,220,112.83579807542264,validation,7,7,44,task_06_demos_19,per_init_ordinal,20260911,23,6,6,libero_spatial,6,[19],[19],[36],113,24,True,1,True
cross_episode_correct_400,400,correct,libero_spatial,6,24,pick up the black bowl next to the cookie box and place it on the plate,0,220,108.89322782680392,validation,7,7,44,task_06_demos_14,per_init_ordinal,20260911,24,6,6,libero_spatial,6,[14],[14],[31],141,29,True,1,True
